basename,sap_score
binder06168_CD20_46-217,25.865
binder06169_CD20_46-217,25.319
binder06170_CD20_46-217,19.826
binder06171_CD20_46-217,25.522
binder06172_CD20_46-217,17.366
binder06173_CD20_46-217,31.497
binder06174_CD20_46-217,63.701
binder06175_CD20_46-217,32.025
binder06176_CD20_46-217,35.015
binder06177_CD20_46-217,45.58
binder06178_CD20_46-217,46.328
binder06179_CD20_46-217,53.863
binder06180_CD20_46-217,46.028
binder06181_CD20_46-217,33.216
binder06182_CD20_46-217,21.879
binder06183_CD20_46-217,27.886
binder06184_CD20_46-217,34.67
binder06185_CD20_46-217,47.159
binder06186_CD20_46-217,36.767
binder06187_CD20_46-217,38.289
binder06188_CD20_46-217,27.694
binder06189_CD20_46-217,22.735
binder06190_CD20_46-217,29.945
binder06191_CD20_46-217,36.736
binder06192_CD20_46-217,39.936
binder06193_CD20_46-217,39.597
binder06194_CD20_46-217,49.324
binder06195_CD20_46-217,28.029
binder06196_CD20_46-217,35.234
binder06197_CD20_46-217,40.826
binder06198_CD20_46-217,26.974
binder06199_CD20_46-217,40.035
binder06200_CD20_46-217,47.259
binder06201_CD20_46-217,33.001
binder06202_CD20_46-217,35.901
binder06203_CD20_46-217,34.407
binder06204_CD20_46-217,26.692
binder06205_CD20_46-217,48.912
binder06206_CD20_46-217,50.308
binder06207_CD20_46-217,34.861
binder06208_CD20_46-217,47.317
binder06209_CD20_46-217,41.575
binder06210_CD20_46-217,41.653
binder06211_CD20_46-217,49.469
binder06212_CD20_46-217,44.739
binder06213_CD20_46-217,48.582
binder06214_CD20_46-217,35.881
binder06215_CD20_46-217,37.346
binder06216_CD20_46-217,44.164
binder06217_CD20_46-217,42.984
binder06218_CD20_46-217,45.005
binder06219_CD20_46-217,69.633
binder06220_CD20_46-217,61.726
binder06221_CD20_46-217,66.418
binder06222_CD20_46-217,66.818
binder06223_CD20_46-217,59.007
binder06224_CD20_46-217,71.569
binder06225_CD20_46-217,67.172
binder06226_CD20_46-217,33.281
binder06227_CD20_46-217,38.7
binder06228_CD20_46-217,37.19
binder06229_CD20_46-217,45.309
binder06230_CD20_46-217,39.913
binder06231_CD20_46-217,35.241
binder06232_CD20_46-217,35.582
binder06233_CD20_46-217,40.442
binder06234_CD20_46-217,42.936
binder06235_CD20_46-217,84.231
binder06236_CD20_46-217,28.665
binder06237_CD20_46-217,33.486
binder06238_CD20_46-217,26.611
binder06239_CD20_46-217,32.226
binder06240_CD20_46-217,36.652
binder06241_CD20_46-217,28.951
binder06242_CD20_46-217,112.92
binder06243_CD20_46-217,118.176
binder06244_CD20_46-217,107.583
binder06245_CD20_46-217,116.89
binder06246_CD20_46-217,106.737
binder06247_CD20_46-217,115.764
binder06248_CD20_46-217,110.971
binder06249_CD20_46-217,111.762
binder06250_CD20_46-217,101.476
binder06251_CD20_46-217,121.329
binder06252_CD20_46-217,108.897
binder06253_CD20_46-217,125.33
binder06254_CD20_46-217,108.488
binder06255_CD20_46-217,108.327
binder06256_CD20_46-217,110.585
binder06257_CD20_46-217,111.359
binder06258_CD20_46-217,123.764
binder06259_CD20_46-217,106.866
binder06260_CD20_46-217,109.648
binder06261_CD20_46-217,121.985
binder06262_CD20_46-217,108.923
binder06263_CD20_46-217,124.545
binder06264_CD20_46-217,124.601
binder06265_CD20_46-217,122.871
binder06266_CD20_46-217,111.705
binder06267_CD20_46-217,119.195
binder06268_CD20_46-217,104.699
binder06269_CD20_46-217,127.74
binder06270_CD20_46-217,119.972
binder06271_CD20_46-217,118.909
binder06272_CD20_46-217,115.974
binder06273_CD20_46-217,125.662
binder06274_CD20_46-217,127.5
binder06275_CD20_46-217,110.343
binder06276_CD20_46-217,117.17
binder06277_CD20_46-217,127.715
binder06278_CD20_46-217,109.761
binder06279_CD20_46-217,103.227
binder06280_CD20_46-217,136.98
binder06281_CD20_46-217,124.449
binder06282_CD20_46-217,112.91
binder06283_CD20_46-217,114.946
binder06284_CD20_46-217,121.007
binder06285_CD20_46-217,110.641
binder06286_CD20_46-217,102.306
binder06287_CD20_46-217,109.523
binder06288_CD20_46-217,115.117
binder06289_CD20_46-217,106.837
binder06290_CD20_46-217,119.565
binder06291_CD20_46-217,113.726
binder06292_CD20_46-217,109.827
binder06293_CD20_46-217,113.725
binder06294_CD20_46-217,110.106
binder06295_CD20_46-217,108.603
binder06296_CD20_46-217,121.284
binder06297_CD20_46-217,118.844
binder06298_CD20_46-217,111.782
binder06299_CD20_46-217,113.336
binder06300_CD20_46-217,132.637
binder06301_CD20_46-217,118.485
binder06302_CD20_46-217,122.341
binder06303_CD20_46-217,119.599
binder06304_CD20_46-217,120.771
binder06305_CD20_46-217,110.006
binder06306_CD20_46-217,110.787
binder06307_CD20_46-217,114.261
binder06308_CD20_46-217,124.899
binder06309_CD20_46-217,117.381
binder06310_CD20_46-217,112.073
binder06311_CD20_46-217,100.226
binder06312_CD20_46-217,111.62
binder06313_CD20_46-217,129.095
binder06314_CD20_46-217,100.327
binder06315_CD20_46-217,111.544
binder06316_CD20_46-217,111.668
binder06317_CD20_46-217,115.37
binder06318_CD20_46-217,110.692
binder06319_CD20_46-217,110.335
binder06320_CD20_46-217,107.767
binder06321_CD20_46-217,116.971
binder06322_CD20_46-217,119.123
binder06323_CD20_46-217,120.528
binder06324_CD20_46-217,134.828
binder06325_CD20_46-217,128.099
binder06326_CD20_46-217,119.635
binder06327_CD20_46-217,111.557
binder06328_CD20_46-217,125.266
binder06329_CD20_46-217,115.517
binder06330_CD20_46-217,102.118
binder06331_CD20_46-217,120.249
binder06332_CD20_46-217,118.47
binder06333_CD20_46-217,101.592
binder06334_CD20_46-217,120.025
binder06335_CD20_46-217,117.869
binder06336_CD20_46-217,108.61
binder06337_CD20_46-217,118.001
binder06338_CD20_46-217,118.483
binder06339_CD20_46-217,115.381
binder06340_CD20_46-217,113.531
binder06341_CD20_46-217,116.953
binder06342_CD20_46-217,115.16
binder06343_CD20_46-217,123.186
binder06344_CD20_46-217,112.812
binder06345_CD20_46-217,118.172
binder06346_CD20_46-217,114.346
binder06347_CD20_46-217,101.204
binder06348_CD20_46-217,119.82
binder06349_CD20_46-217,105.678
binder06350_CD20_46-217,103.205
binder06351_CD20_46-217,111.663
binder06352_CD20_46-217,116.179
binder06353_CD20_46-217,113.203
binder06354_CD20_46-217,123.544
binder06355_CD20_46-217,112.29
binder06356_CD20_46-217,111.133
binder06357_CD20_46-217,119.808
binder06358_CD20_46-217,111.365
binder06359_CD20_46-217,132.376
binder06360_CD20_46-217,117.037
binder06361_CD20_46-217,115.185
binder06362_CD20_46-217,112.309
binder06363_CD20_46-217,119.415
binder06364_CD20_46-217,117.483
binder06365_CD20_46-217,115.51
binder06366_CD20_46-217,121.984
binder06367_CD20_46-217,108.934
binder06368_CD20_46-217,107.087
binder06369_CD20_46-217,112.968
binder06370_CD20_46-217,106.06
binder06371_CD20_46-217,108.312
binder06372_CD20_46-217,111.643
binder06373_CD20_46-217,120.547
binder06374_CD20_46-217,119.73
binder06375_CD20_46-217,128.439
binder06376_CD20_46-217,114.97
binder06377_CD20_46-217,115.144
binder06378_CD20_46-217,118.05
binder06379_CD20_46-217,125.874
binder06380_CD20_46-217,124.595
binder06381_CD20_46-217,122.172
binder06382_CD20_46-217,125.898
binder06383_CD20_46-217,117.759
binder06384_CD20_46-217,114.971
binder06385_CD20_46-217,110.65
binder06386_CD20_46-217,103.373
binder06387_CD20_46-217,117.023
binder06388_CD20_46-217,111.134
binder06389_CD20_46-217,132.984
binder06390_CD20_46-217,114.628
binder06391_CD20_46-217,124.671
binder06392_CD20_46-217,109.409
binder06393_CD20_46-217,110.491
binder06394_CD20_46-217,124.126
binder06395_CD20_46-217,118.127
binder06396_CD20_46-217,115.948
binder06397_CD20_46-217,112.591
binder06398_CD20_46-217,107.144
binder06399_CD20_46-217,127.386
binder06400_CD20_46-217,125.079
binder06401_CD20_46-217,107.701
binder06402_CD20_46-217,115.356
binder06403_CD20_46-217,114.848
binder06404_CD20_46-217,128.986
binder06405_CD20_46-217,107.39
binder06406_CD20_46-217,129.11
binder06407_CD20_46-217,124.064
binder06408_CD20_46-217,118.814
binder06409_CD20_46-217,106.619
binder06410_CD20_46-217,126.672
binder06411_CD20_46-217,110.021
binder06412_CD20_46-217,113.92
binder06413_CD20_46-217,126.124
binder06414_CD20_46-217,125.452
binder06415_CD20_46-217,113.378
binder06416_CD20_46-217,123.183
binder06417_CD20_46-217,127.782
binder06418_CD20_46-217,110.889
binder06419_CD20_46-217,118.741
binder06420_CD20_46-217,111.883
binder06421_CD20_46-217,122.93
binder06422_CD20_46-217,114.951
binder06423_CD20_46-217,110.038
binder06424_CD20_46-217,114.784
binder06425_CD20_46-217,130.912
binder06426_CD20_46-217,111.08
binder06427_CD20_46-217,112.687
binder06428_CD20_46-217,119.041
binder06429_CD20_46-217,109.412
binder06430_CD20_46-217,110.704
binder06431_CD20_46-217,106.941
binder06432_CD20_46-217,116.153
binder06433_CD20_46-217,115.336
binder06434_CD20_46-217,110.806
binder06435_CD20_46-217,109.454
binder06436_CD20_46-217,111.372
binder06437_CD20_46-217,112.682
binder06438_CD20_46-217,110.313
binder06439_CD20_46-217,115.142
binder06440_CD20_46-217,115.746
binder06441_CD20_46-217,112.681
binder06442_CD20_46-217,102.328
binder06443_CD20_46-217,126.288
binder06444_CD20_46-217,118.165
binder06445_CD20_46-217,122.513
binder06446_CD20_46-217,108.71
binder06447_CD20_46-217,111.379
binder06448_CD20_46-217,131.988
binder06449_CD20_46-217,112.2
binder06450_CD20_46-217,114.44
binder06451_CD20_46-217,123.782
binder06452_CD20_46-217,110.209
binder06453_CD20_46-217,107.818
binder06454_CD20_46-217,121.802
binder06455_CD20_46-217,129.416
binder06456_CD20_46-217,118.0
binder06457_CD20_46-217,112.805
binder06458_CD20_46-217,106.029
binder06459_CD20_46-217,105.607
binder06460_CD20_46-217,113.175
binder06461_CD20_46-217,116.51
binder06462_CD20_46-217,104.104
binder06463_CD20_46-217,111.542
binder06464_CD20_46-217,115.389
binder06465_CD20_46-217,118.75
binder06466_CD20_46-217,114.185
binder06467_CD20_46-217,122.859
binder06468_CD20_46-217,115.697
binder06469_CD20_46-217,113.535
binder06470_CD20_46-217,105.031
binder06471_CD20_46-217,122.233
binder06472_CD20_46-217,106.967
binder06473_CD20_46-217,111.789
binder06474_CD20_46-217,105.755
binder06475_CD20_46-217,104.894
binder06476_CD20_46-217,103.829
binder06477_CD20_46-217,112.939
binder06478_CD20_46-217,115.25
binder06479_CD20_46-217,122.549
binder06480_CD20_46-217,116.746
binder06481_CD20_46-217,127.386
binder06482_CD20_46-217,127.615
binder06483_CD20_46-217,112.481
binder06484_CD20_46-217,119.453
binder06485_CD20_46-217,128.348
binder06486_CD20_46-217,124.013
binder06487_CD20_46-217,113.44
binder06488_CD20_46-217,124.639
binder06489_CD20_46-217,109.023
binder06490_CD20_46-217,120.439
binder06491_CD20_46-217,116.933
binder06492_CD20_46-217,119.215
binder06493_CD20_46-217,117.787
binder06494_CD20_46-217,110.036
binder06495_CD20_46-217,103.89
binder06496_CD20_46-217,102.217
binder06497_CD20_46-217,109.024
binder06498_CD20_46-217,98.703
binder06499_CD20_46-217,114.514
binder06500_CD20_46-217,115.848
binder06501_CD20_46-217,116.111
binder06502_CD20_46-217,123.316
binder06503_CD20_46-217,112.725
binder06504_CD20_46-217,118.407
binder06505_CD20_46-217,106.313
binder06506_CD20_46-217,125.762
binder06507_CD20_46-217,112.956
binder06508_CD20_46-217,125.161
binder06509_CD20_46-217,103.216
binder06510_CD20_46-217,123.421
binder06511_CD20_46-217,126.842
binder06512_CD20_46-217,103.781
binder06513_CD20_46-217,112.347
binder06514_CD20_46-217,113.489
binder06515_CD20_46-217,112.688
binder06516_CD20_46-217,110.896
binder06517_CD20_46-217,117.801
binder06518_CD20_46-217,107.096
binder06519_CD20_46-217,117.833
binder06520_CD20_46-217,122.606
binder06521_CD20_46-217,119.952
binder06522_CD20_46-217,115.711
binder06523_CD20_46-217,127.002
binder06524_CD20_46-217,119.391
binder06525_CD20_46-217,115.534
binder06526_CD20_46-217,127.107
binder06527_CD20_46-217,124.026
binder06528_CD20_46-217,101.734
binder06529_CD20_46-217,111.724
binder06530_CD20_46-217,129.359
binder06531_CD20_46-217,132.175
binder06532_CD20_46-217,118.595
binder06533_CD20_46-217,114.626
binder06534_CD20_46-217,98.098
binder06535_CD20_46-217,116.446
binder06536_CD20_46-217,115.332
binder06537_CD20_46-217,116.24
binder06538_CD20_46-217,108.588
binder06539_CD20_46-217,108.575
binder06540_CD20_46-217,117.679
binder06541_CD20_46-217,117.53
binder06542_CD20_46-217,131.758
binder06543_CD20_46-217,113.836
binder06544_CD20_46-217,121.413
binder06545_CD20_46-217,123.311
binder06546_CD20_46-217,115.233
binder06547_CD20_46-217,118.158
binder06548_CD20_46-217,122.857
binder06549_CD20_46-217,112.233
binder06550_CD20_46-217,98.548
binder06551_CD20_46-217,113.793
binder06552_CD20_46-217,104.098
binder06553_CD20_46-217,113.495
binder06554_CD20_46-217,116.869
binder06555_CD20_46-217,112.02
binder06556_CD20_46-217,121.359
binder06557_CD20_46-217,103.469
binder06558_CD20_46-217,115.621
binder06559_CD20_46-217,116.556
binder06560_CD20_46-217,125.039
binder06561_CD20_46-217,102.127
binder06562_CD20_46-217,118.08
binder06563_CD20_46-217,126.384
binder06564_CD20_46-217,120.766
binder06565_CD20_46-217,111.632
binder06566_CD20_46-217,105.24
binder06567_CD20_46-217,111.714
binder06568_CD20_46-217,126.567
binder06569_CD20_46-217,129.283
binder06570_CD20_46-217,107.05
binder06571_CD20_46-217,107.238
binder06572_CD20_46-217,118.774
binder06573_CD20_46-217,114.344
binder06574_CD20_46-217,119.724
binder06575_CD20_46-217,125.967
binder06576_CD20_46-217,111.779
binder06577_CD20_46-217,123.479
binder06578_CD20_46-217,125.896
binder06579_CD20_46-217,112.803
binder06580_CD20_46-217,101.491
binder06581_CD20_46-217,117.817
binder06582_CD20_46-217,123.371
binder06583_CD20_46-217,97.256
binder06584_CD20_46-217,110.532
binder06585_CD20_46-217,132.184
binder06586_CD20_46-217,126.647
binder06587_CD20_46-217,118.59
binder06588_CD20_46-217,119.516
binder06589_CD20_46-217,116.589
binder06590_CD20_46-217,109.865
binder06591_CD20_46-217,97.673
binder06592_CD20_46-217,111.509
binder06593_CD20_46-217,111.98
binder06594_CD20_46-217,125.219
binder06595_CD20_46-217,122.036
binder06596_CD20_46-217,126.86
binder06597_CD20_46-217,129.544
binder06598_CD20_46-217,111.021
binder06599_CD20_46-217,105.823
binder06600_CD20_46-217,104.24
binder06601_CD20_46-217,108.445
binder06602_CD20_46-217,103.203
binder06603_CD20_46-217,116.802
binder06604_CD20_46-217,121.787
binder06605_CD20_46-217,120.661
binder06606_CD20_46-217,95.745
binder06607_CD20_46-217,118.745
binder06608_CD20_46-217,113.455
binder06609_CD20_46-217,115.282
binder06610_CD20_46-217,114.191
binder06611_CD20_46-217,122.55
binder06612_CD20_46-217,103.326
binder06613_CD20_46-217,111.593
binder06614_CD20_46-217,101.078
binder06615_CD20_46-217,105.571
binder06616_CD20_46-217,113.682
binder06617_CD20_46-217,119.901
binder06618_CD20_46-217,112.962
binder06619_CD20_46-217,106.593
binder06620_CD20_46-217,112.446
binder06621_CD20_46-217,118.576
binder06622_CD20_46-217,117.664
binder06623_CD20_46-217,127.251
binder06624_CD20_46-217,112.83
binder06625_CD20_46-217,127.375
binder06626_CD20_46-217,119.869
binder06627_CD20_46-217,103.106
binder06628_CD20_46-217,114.819
binder06629_CD20_46-217,141.826
binder06630_CD20_46-217,119.714
binder06631_CD20_46-217,113.461
binder06632_CD20_46-217,120.635
binder06633_CD20_46-217,114.216
binder06634_CD20_46-217,120.904
binder06635_CD20_46-217,110.724
binder06636_CD20_46-217,116.621
binder06637_CD20_46-217,123.75
binder06638_CD20_46-217,108.889
binder06639_CD20_46-217,116.109
binder06640_CD20_46-217,114.934
binder06641_CD20_46-217,115.389
binder06642_CD20_46-217,101.655
binder06643_CD20_46-217,124.379
binder06644_CD20_46-217,119.993
binder06645_CD20_46-217,126.028
binder06646_CD20_46-217,125.654
binder06647_CD20_46-217,109.499
binder06648_CD20_46-217,117.537
binder06649_CD20_46-217,119.121
binder06650_CD20_46-217,121.739
binder06651_CD20_46-217,120.726
binder06652_CD20_46-217,107.773
binder06653_CD20_46-217,110.571
binder06654_CD20_46-217,105.839
binder06655_CD20_46-217,110.827
binder06656_CD20_46-217,122.569
binder06657_CD20_46-217,123.799
binder06658_CD20_46-217,120.56
binder06659_CD20_46-217,109.422
binder06660_CD20_46-217,115.751
binder06661_CD20_46-217,111.69
binder06662_CD20_46-217,125.373
binder06663_CD20_46-217,108.469
binder06664_CD20_46-217,106.036
binder06665_CD20_46-217,116.795
binder06666_CD20_46-217,115.527
binder06667_CD20_46-217,103.505
binder06668_CD20_46-217,102.796
binder06669_CD20_46-217,120.638
binder06670_CD20_46-217,107.418
binder06671_CD20_46-217,118.371
binder06672_CD20_46-217,126.938
binder06673_CD20_46-217,125.525
binder06674_CD20_46-217,123.279
binder06675_CD20_46-217,103.876
binder06676_CD20_46-217,118.731
binder06677_CD20_46-217,112.262
binder06678_CD20_46-217,115.594
binder06679_CD20_46-217,120.27
binder06680_CD20_46-217,107.581
binder06681_CD20_46-217,113.63
binder06682_CD20_46-217,114.011
binder06683_CD20_46-217,114.055
binder06684_CD20_46-217,118.696
binder06685_CD20_46-217,103.717
binder06686_CD20_46-217,113.282
binder06687_CD20_46-217,121.914
binder06688_CD20_46-217,121.284
binder06689_CD20_46-217,125.168
binder06690_CD20_46-217,109.37
binder06691_CD20_46-217,115.665
binder06692_CD20_46-217,118.252
binder06693_CD20_46-217,122.871
binder06694_CD20_46-217,115.729
binder06695_CD20_46-217,116.361
binder06696_CD20_46-217,123.658
binder06697_CD20_46-217,109.119
binder06698_CD20_46-217,136.827
binder06699_CD20_46-217,104.788
binder06700_CD20_46-217,112.164
binder06701_CD20_46-217,117.58
binder06702_CD20_46-217,106.165
binder06703_CD20_46-217,115.39
binder06704_CD20_46-217,117.333
binder06705_CD20_46-217,114.482
binder06706_CD20_46-217,114.681
binder06707_CD20_46-217,116.478
binder06708_CD20_46-217,84.99
binder06709_CD20_46-217,60.161
binder06710_CD20_46-217,71.094
binder06711_CD20_46-217,62.085
binder06712_CD20_46-217,120.302
binder06713_CD20_46-217,82.564
binder06714_CD20_46-217,110.872
binder06715_CD20_46-217,82.612
binder06716_CD20_46-217,73.071
binder06717_CD20_46-217,70.755
binder06718_CD20_46-217,72.152
binder06719_CD20_46-217,56.685
binder06720_CD20_46-217,86.222
binder06721_CD20_46-217,63.498
binder06722_CD20_46-217,73.0
binder06723_CD20_46-217,60.357
binder06724_CD20_46-217,92.53
binder06725_CD20_46-217,79.551
binder06726_CD20_46-217,86.977
binder06727_CD20_46-217,58.749
binder06728_CD20_46-217,71.8
binder06729_CD20_46-217,84.597
binder06730_CD20_46-217,60.24
binder06731_CD20_46-217,80.213
binder06732_CD20_46-217,49.017
binder06733_CD20_46-217,63.929
binder06734_CD20_46-217,67.15
binder06735_CD20_46-217,94.842
binder06736_CD20_46-217,67.833
binder06737_CD20_46-217,85.024
binder06738_CD20_46-217,86.877
binder06739_CD20_46-217,113.522
binder06740_CD20_46-217,75.722
binder06741_CD20_46-217,56.505
binder06742_CD20_46-217,49.026
binder06743_CD20_46-217,98.126
binder06744_CD20_46-217,75.282
binder06745_CD20_46-217,113.347
binder06746_CD20_46-217,100.901
binder06747_CD20_46-217,68.826
binder06748_CD20_46-217,75.012
binder06749_CD20_46-217,37.081
binder06750_CD20_46-217,67.511
binder06751_CD20_46-217,76.148
binder06752_CD20_46-217,69.598
binder06753_CD20_46-217,97.765
binder06754_CD20_46-217,108.957
binder06755_CD20_46-217,59.107
binder06756_CD20_46-217,58.21
binder06757_CD20_46-217,74.512
binder06758_CD20_46-217,118.175
binder06759_CD20_46-217,65.156
binder06760_CD20_46-217,64.18
binder06761_CD20_46-217,81.218
binder06762_CD20_46-217,48.771
binder06763_CD20_46-217,84.372
binder06764_CD20_46-217,61.489
binder06765_CD20_46-217,62.11
binder06766_CD20_46-217,68.754
binder06767_CD20_46-217,64.566
binder06768_CD20_46-217,82.7
binder06769_CD20_46-217,82.253
binder06770_CD20_46-217,80.053
binder06771_CD20_46-217,59.348
binder06772_CD20_46-217,69.69
binder06773_CD20_46-217,70.078
binder06774_CD20_46-217,53.237
binder06775_CD20_46-217,58.206
binder06776_CD20_46-217,68.314
binder06777_CD20_46-217,70.513
binder06778_CD20_46-217,92.433
binder06779_CD20_46-217,43.258
binder06780_CD20_46-217,87.198
binder06781_CD20_46-217,103.77
binder06782_CD20_46-217,86.999
binder06783_CD20_46-217,96.197
binder06784_CD20_46-217,78.764
binder06785_CD20_46-217,77.8
binder06786_CD20_46-217,81.016
binder06787_CD20_46-217,69.361
binder06788_CD20_46-217,98.436
binder06789_CD20_46-217,85.86
binder06790_CD20_46-217,144.106
binder06791_CD20_46-217,59.699
binder06792_CD20_46-217,76.27
binder06793_CD20_46-217,68.752
binder06794_CD20_46-217,62.618
binder06795_CD20_46-217,66.462
binder06796_CD20_46-217,106.893
binder06797_CD20_46-217,90.736
binder06798_CD20_46-217,73.376
binder06799_CD20_46-217,115.108
binder06800_CD20_46-217,74.218
binder06801_CD20_46-217,92.834
binder06802_CD20_46-217,73.145
binder06803_CD20_46-217,84.767
binder06804_CD20_46-217,92.606
binder06805_CD20_46-217,115.49
binder06806_CD20_46-217,84.839
binder06807_CD20_46-217,98.746
binder06808_CD20_46-217,70.518
binder06809_CD20_46-217,116.54
binder06810_CD20_46-217,63.179
binder06811_CD20_46-217,72.512
binder06812_CD20_46-217,64.987
binder06813_CD20_46-217,88.868
binder06814_CD20_46-217,79.27
binder06815_CD20_46-217,59.381
binder06816_CD20_46-217,58.426
binder06817_CD20_46-217,88.431
binder06818_CD20_46-217,61.296
binder06819_CD20_46-217,87.315
binder06820_CD20_46-217,95.13
binder06821_CD20_46-217,67.075
binder06822_CD20_46-217,53.272
binder06823_CD20_46-217,120.541
binder06824_CD20_46-217,79.755
binder06825_CD20_46-217,68.067
binder06826_CD20_46-217,143.704
binder06827_CD20_46-217,82.565
binder06828_CD20_46-217,89.081
binder06829_CD20_46-217,68.404
binder06830_CD20_46-217,78.227
binder06831_CD20_46-217,57.247
binder06832_CD20_46-217,68.617
binder06833_CD20_46-217,81.61
binder06834_CD20_46-217,71.284
binder06835_CD20_46-217,74.202
binder06836_CD20_46-217,74.995
binder06837_CD20_46-217,82.263
binder06838_CD20_46-217,74.163
binder06839_CD20_46-217,89.583
binder06840_CD20_46-217,127.564
binder06841_CD20_46-217,71.412
binder06842_CD20_46-217,95.275
binder06843_CD20_46-217,98.05
binder06844_CD20_46-217,91.213
binder06845_CD20_46-217,59.607
binder06846_CD20_46-217,97.186
binder06847_CD20_46-217,73.712
binder06848_CD20_46-217,109.344
binder06849_CD20_46-217,60.006
binder06850_CD20_46-217,60.401
binder06851_CD20_46-217,88.245
binder06852_CD20_46-217,110.352
binder06853_CD20_46-217,78.465
binder06854_CD20_46-217,76.925
binder06855_CD20_46-217,98.433
binder06856_CD20_46-217,69.174
binder06857_CD20_46-217,88.359
binder06858_CD20_46-217,62.51
binder06859_CD20_46-217,112.876
binder06860_CD20_46-217,67.901
binder06861_CD20_46-217,86.112
binder06862_CD20_46-217,75.661
binder06863_CD20_46-217,97.382
binder06864_CD20_46-217,98.241
binder06865_CD20_46-217,81.849
binder06866_CD20_46-217,76.511
binder06867_CD20_46-217,85.945
binder06868_CD20_46-217,66.811
binder06869_CD20_46-217,97.4
binder06870_CD20_46-217,67.626
binder06871_CD20_46-217,76.616
binder06872_CD20_46-217,86.327
binder06873_CD20_46-217,55.51
binder06874_CD20_46-217,92.096
binder06875_CD20_46-217,79.74
binder06876_CD20_46-217,56.207
binder06877_CD20_46-217,52.251
binder06878_CD20_46-217,88.139
binder06879_CD20_46-217,87.845
binder06880_CD20_46-217,77.066
binder06881_CD20_46-217,63.609
binder06882_CD20_46-217,77.499
binder06883_CD20_46-217,77.887
binder06884_CD20_46-217,74.831
binder06885_CD20_46-217,79.101
binder06886_CD20_46-217,73.953
binder06887_CD20_46-217,89.88
binder06888_CD20_46-217,60.024
binder06889_CD20_46-217,80.0
binder06890_CD20_46-217,77.593
binder06891_CD20_46-217,99.327
binder06892_CD20_46-217,66.254
binder06893_CD20_46-217,80.004
binder06894_CD20_46-217,88.528
binder06895_CD20_46-217,71.7
binder06896_CD20_46-217,69.741
binder06897_CD20_46-217,77.383
binder06898_CD20_46-217,73.767
binder06899_CD20_46-217,85.131
binder06900_CD20_46-217,114.802
binder06901_CD20_46-217,64.684
binder06902_CD20_46-217,61.706
binder06903_CD20_46-217,88.443
binder06904_CD20_46-217,56.51
binder06905_CD20_46-217,68.172
binder06906_CD20_46-217,65.452
binder06907_CD20_46-217,91.192
binder06908_CD20_46-217,75.156
binder06909_CD20_46-217,78.168
binder06910_CD20_46-217,77.618
binder06911_CD20_46-217,65.514
binder06912_CD20_46-217,87.729
binder06913_CD20_46-217,52.706
binder06914_CD20_46-217,101.17
binder06915_CD20_46-217,84.961
binder06916_CD20_46-217,96.88
binder06917_CD20_46-217,105.191
binder06918_CD20_46-217,97.369
binder06919_CD20_46-217,89.33
binder06920_CD20_46-217,68.72
binder06921_CD20_46-217,98.612
binder06922_CD20_46-217,74.829
binder06923_CD20_46-217,66.304
binder06924_CD20_46-217,62.639
binder06925_CD20_46-217,64.348
binder06926_CD20_46-217,90.611
binder06927_CD20_46-217,129.827
binder06928_CD20_46-217,79.886
binder06929_CD20_46-217,65.483
binder06930_CD20_46-217,48.084
binder06931_CD20_46-217,64.464
binder06932_CD20_46-217,61.527
binder06933_CD20_46-217,81.695
binder06934_CD20_46-217,72.508
binder06935_CD20_46-217,78.442
binder06936_CD20_46-217,70.155
binder06937_CD20_46-217,65.144
binder06938_CD20_46-217,99.64
binder06939_CD20_46-217,89.825
binder06940_CD20_46-217,84.27
binder06941_CD20_46-217,104.523
binder06942_CD20_46-217,69.088
binder06943_CD20_46-217,97.353
binder06944_CD20_46-217,77.136
binder06945_CD20_46-217,52.364
binder06946_CD20_46-217,80.995
binder06947_CD20_46-217,69.95
binder06948_CD20_46-217,101.218
binder06949_CD20_46-217,82.762
binder06950_CD20_46-217,148.837
binder06951_CD20_46-217,71.61
binder06952_CD20_46-217,60.067
binder06953_CD20_46-217,70.581
binder06954_CD20_46-217,103.31
binder06955_CD20_46-217,50.479
binder06956_CD20_46-217,101.209
binder06957_CD20_46-217,107.49
binder06958_CD20_46-217,85.503
binder06959_CD20_46-217,66.352
binder06960_CD20_46-217,63.321
binder06961_CD20_46-217,80.491
binder06962_CD20_46-217,69.258
binder06963_CD20_46-217,44.04
binder06964_CD20_46-217,100.986
binder06965_CD20_46-217,75.653
binder06966_CD20_46-217,77.215
binder06967_CD20_46-217,68.957
binder06968_CD20_46-217,92.802
binder06969_CD20_46-217,82.626
binder06970_CD20_46-217,71.564
binder06971_CD20_46-217,71.456
binder06972_CD20_46-217,74.799
binder06973_CD20_46-217,72.6
binder06974_CD20_46-217,94.495
binder06975_CD20_46-217,110.566
binder06976_CD20_46-217,80.966
binder06977_CD20_46-217,104.527
binder06978_CD20_46-217,69.407
binder06979_CD20_46-217,94.805
binder06980_CD20_46-217,114.187
binder06981_CD20_46-217,78.391
binder06982_CD20_46-217,86.014
binder06983_CD20_46-217,103.184
binder06984_CD20_46-217,71.865
binder06985_CD20_46-217,71.926
binder06986_CD20_46-217,114.334
binder06987_CD20_46-217,79.043
binder06988_CD20_46-217,77.183
binder06989_CD20_46-217,102.367
binder06990_CD20_46-217,64.51
