model,A_B_ipSAE,A_B_ipSAE_max,A_C_ipSAE,A_C_ipSAE_max,A_B_ipSAE_d0chn,A_B_ipSAE_d0chn_max,A_C_ipSAE_d0chn,A_C_ipSAE_d0chn_max,A_B_ipSAE_d0dom,A_B_ipSAE_d0dom_max,A_C_ipSAE_d0dom,A_C_ipSAE_d0dom_max
binder05142_CD20_46-217_model_0,0.0057675,0.011535,0.005564,0.011128,0.135838,0.271676,0.1322675,0.264535,0.0057675,0.011535,0.005564,0.011128
binder05143_CD20_46-217_model_0,0.012632,0.013568,0.006706,0.013412,0.2888725,0.303281,0.1510845,0.302169,0.0778745,0.131395,0.0582075,0.116415
binder05144_CD20_46-217_model_0,0.047068,0.080052,0.0200345,0.026982,0.3211275,0.328773,0.3036035,0.30952,0.1699655,0.211639,0.1329739999999999,0.136732
binder05145_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05146_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05147_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05148_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05149_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05150_CD20_46-217_model_0,0.4288785,0.485006,0.35335,0.391109,0.6161544999999999,0.66393,0.5413345,0.605773,0.608977,0.650403,0.523333,0.572373
binder05151_CD20_46-217_model_0,0.0356655,0.059774,0.151563,0.220922,0.294942,0.317937,0.3269435,0.348135,0.148184,0.179345,0.2861765,0.316432
binder05152_CD20_46-217_model_0,0.3041435,0.357859,0.2621345,0.297987,0.4894945,0.526836,0.4522429999999999,0.494347,0.477067,0.509884,0.4289775,0.46829
binder05153_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05154_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05155_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05156_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05157_CD20_46-217_model_0,0.225676,0.300715,0.204904,0.259651,0.3979465,0.417024,0.3750695,0.376129,0.3746024999999999,0.390794,0.340614,0.344986
binder05158_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05159_CD20_46-217_model_0,0.26156,0.336759,0.2240265,0.277688,0.435636,0.437934,0.3955245,0.408938,0.4210859999999999,0.425423,0.3649115,0.370626
binder05160_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05161_CD20_46-217_model_0,0.011903,0.012355,0.011382,0.011545,0.2778899999999999,0.285656,0.2690059999999999,0.271856,0.017616,0.023781,0.011382,0.011545
binder05162_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05163_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05164_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05165_CD20_46-217_model_0,0.1074095,0.149398,0.0580415,0.070166,0.325814,0.344256,0.3137525,0.340349,0.265066,0.26895,0.1992685,0.200914
binder05166_CD20_46-217_model_0,0.066018,0.120244,0.006475,0.01295,0.3011875,0.326253,0.147111,0.294222,0.119242,0.226692,0.0253125,0.050625
binder05167_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05168_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05169_CD20_46-217_model_0,0.079479,0.083959,0.1713235,0.24234,0.3065945,0.323501,0.33405,0.351522,0.188329,0.193127,0.300206,0.329874
binder05170_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05171_CD20_46-217_model_0,0.2239165,0.265862,0.2548709999999999,0.32353,0.403167,0.426749,0.4311705,0.43489,0.3785815,0.40242,0.413583,0.415858
binder05172_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05173_CD20_46-217_model_0,0.1780475,0.203734,0.2023485,0.244413,0.360847,0.377148,0.3857104999999999,0.390437,0.32202,0.348011,0.3567785,0.374339
binder05174_CD20_46-217_model_0,0.0120825,0.013088,0.012736,0.013607,0.2804485,0.29725,0.29129,0.305223,0.056928,0.102779,0.0624585,0.113052
binder05175_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05176_CD20_46-217_model_0,0.491487,0.549461,0.3629095,0.433816,0.6763385,0.718797,0.5523125,0.581929,0.6725570000000001,0.711234,0.5344525,0.549814
binder05177_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05178_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05179_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05180_CD20_46-217_model_0,0.0060425,0.012085,0.0065375,0.013075,0.140371,0.280742,0.14848,0.29696,0.0530275,0.106055,0.0521495,0.104299
binder05181_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05182_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05183_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05184_CD20_46-217_model_0,0.012581,0.014357,0.0074595,0.014919,0.286913,0.31503,0.161995,0.32399,0.0767305,0.142656,0.066419,0.132838
binder05185_CD20_46-217_model_0,0.134488,0.216266,0.227605,0.325173,0.3305709999999999,0.334342,0.392748,0.420437,0.254596,0.264756,0.372317,0.410655
binder05186_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05187_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05188_CD20_46-217_model_0,0.0059765,0.011953,0.0058615,0.011723,0.1393345,0.278669,0.1373545,0.274709,0.014306,0.028612,0.0149475,0.029895
binder05189_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05190_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05191_CD20_46-217_model_0,0.006038,0.012076,0.011352,0.011963,0.140475,0.28095,0.2682825,0.278909,0.0181895,0.036379,0.0150225,0.019304
binder05192_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05193_CD20_46-217_model_0,0.2852705,0.365308,0.4344025,0.528867,0.46442,0.477307,0.6166235,0.618954,0.4367955,0.443387,0.6095794999999999,0.61178
binder05194_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05195_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05196_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05197_CD20_46-217_model_0,0.0055705,0.011141,0.0,0.0,0.132378,0.264756,0.0,0.0,0.0055705,0.011141,0.0,0.0
binder05198_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05199_CD20_46-217_model_0,0.0061765,0.012353,0.0057665,0.011533,0.1428085,0.285617,0.135792,0.271584,0.0176465,0.035293,0.0057665,0.011533
binder05200_CD20_46-217_model_0,0.484265,0.568972,0.3393605,0.418653,0.6576305,0.662834,0.5218404999999999,0.536638,0.6531365,0.656269,0.5045655,0.50844
binder05201_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05202_CD20_46-217_model_0,0.124257,0.147144,0.084843,0.10412,0.3379525,0.351176,0.3272235,0.335771,0.2778675,0.293245,0.235399,0.269698
binder05203_CD20_46-217_model_0,0.033729,0.05503,0.0056495,0.011299,0.281904,0.286865,0.1337525,0.267505,0.0946714999999999,0.105673,0.0056495,0.011299
binder05204_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05205_CD20_46-217_model_0,0.0112425,0.01156,0.005529,0.011058,0.266459,0.271979,0.1316605,0.263321,0.013001,0.015077,0.005529,0.011058
binder05206_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05207_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05208_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05209_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05210_CD20_46-217_model_0,0.265466,0.318173,0.217785,0.238173,0.460243,0.47752,0.4157915,0.453953,0.435636,0.453347,0.3790775,0.423841
binder05211_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05212_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05213_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05214_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05215_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05216_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05217_CD20_46-217_model_0,0.015988,0.019199,0.0140585,0.014648,0.3073865,0.322967,0.3115305,0.320026,0.1624555,0.164056,0.122551,0.151554
binder05218_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05219_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05220_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05221_CD20_46-217_model_0,0.027721,0.042703,0.0136215,0.014562,0.2993365,0.307013,0.3045865,0.318684,0.17129,0.176077,0.1320265,0.141407
binder05222_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05223_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05224_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05225_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05226_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05227_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05228_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05229_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05230_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05231_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05232_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05233_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05234_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05235_CD20_46-217_model_0,0.0062655,0.012531,0.006345,0.01269,0.1441735,0.288347,0.145608,0.291216,0.0245395,0.049079,0.025785,0.05157
binder05236_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05237_CD20_46-217_model_0,0.0908559999999999,0.12368,0.0395145,0.04696,0.311724,0.336191,0.2952545,0.313597,0.2267775,0.24015,0.1496724999999999,0.162515
binder05238_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05239_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05240_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05241_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05242_CD20_46-217_model_0,0.1610225,0.222435,0.188988,0.271261,0.3396885,0.354919,0.36607,0.366116,0.302905,0.321256,0.329917,0.339389
binder05243_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05244_CD20_46-217_model_0,0.00607,0.01214,0.0058105,0.011621,0.140822,0.281644,0.136582,0.273164,0.0472205,0.094441,0.0058105,0.011621
binder05245_CD20_46-217_model_0,0.071146,0.130082,0.0062555,0.012511,0.296349,0.309801,0.1438165,0.287633,0.172017,0.207601,0.0178625,0.035725
binder05246_CD20_46-217_model_0,0.202281,0.233504,0.2424905,0.295945,0.3874775,0.410114,0.4241515,0.440826,0.352165,0.37488,0.4085885,0.422981
binder05247_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05248_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05249_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05250_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05251_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05252_CD20_46-217_model_0,0.0061435,0.012287,0.006066,0.012132,0.142238,0.284476,0.140791,0.281582,0.0321205,0.064241,0.01357,0.02714
binder05253_CD20_46-217_model_0,0.005531,0.011062,0.0,0.0,0.131691,0.263382,0.0,0.0,0.005531,0.011062,0.0,0.0
binder05254_CD20_46-217_model_0,0.0823615,0.0892,0.058057,0.073771,0.3158539999999999,0.325919,0.308362,0.315358,0.2385825,0.261738,0.2039995,0.231548
binder05255_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05256_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05257_CD20_46-217_model_0,0.1590695,0.205138,0.039069,0.066592,0.3255255,0.341371,0.2969665,0.322213,0.2908315,0.310937,0.1523175,0.181123
binder05258_CD20_46-217_model_0,0.0216185,0.032073,0.01185,0.012552,0.277162,0.289132,0.2767,0.288502,0.0590915,0.107019,0.041846,0.072544
binder05259_CD20_46-217_model_0,0.0059405,0.011881,0.0061755,0.012351,0.138773,0.277546,0.142761,0.285522,0.0059405,0.011881,0.0061755,0.012351
binder05260_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05261_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05262_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05263_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05264_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05265_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05266_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05267_CD20_46-217_model_0,0.041693,0.071831,0.0127929999999999,0.014208,0.292954,0.313973,0.291224,0.313549,0.1242475,0.191204,0.071759,0.13214
binder05268_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05269_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05270_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05271_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05272_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05273_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05274_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05275_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05276_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05277_CD20_46-217_model_0,0.30805,0.390723,0.4601315,0.513445,0.4869219999999999,0.495311,0.6480645,0.695622,0.4754509999999999,0.476734,0.643663,0.68853
binder05278_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05279_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05280_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05281_CD20_46-217_model_0,0.0058,0.0116,0.0059665,0.011933,0.136324,0.272648,0.139261,0.278522,0.033685,0.06737,0.0059665,0.011933
binder05282_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05283_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05284_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05285_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05286_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05287_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05288_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05289_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05290_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05291_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05292_CD20_46-217_model_0,0.4192855,0.485489,0.282373,0.351538,0.608978,0.644593,0.457764,0.478086,0.6047285,0.636963,0.4380055,0.441253
binder05293_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05294_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05295_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05296_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05297_CD20_46-217_model_0,0.110068,0.117404,0.074366,0.075713,0.3188674999999999,0.334011,0.315266,0.336536,0.2579955,0.267106,0.2266035,0.23506
binder05298_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05299_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05300_CD20_46-217_model_0,0.0058155,0.011631,0.0056935,0.011387,0.1365845,0.273169,0.134549,0.269098,0.0058155,0.011631,0.0056935,0.011387
binder05301_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05302_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05303_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05304_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05305_CD20_46-217_model_0,0.0477365,0.08328,0.00619,0.01238,0.2863165,0.289697,0.1427075,0.285415,0.104941,0.180705,0.0287945,0.057589
binder05306_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05307_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05308_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05309_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05310_CD20_46-217_model_0,0.1466905,0.20776,0.0773725,0.127769,0.3553619999999999,0.374293,0.3413445,0.353981,0.3092145,0.315753,0.249506,0.24961
binder05311_CD20_46-217_model_0,0.258302,0.317559,0.2911935,0.36527,0.4397715,0.450128,0.469008,0.477801,0.422124,0.434551,0.459518,0.464912
binder05312_CD20_46-217_model_0,0.0055155,0.011031,0.0,0.0,0.1314195,0.262839,0.0,0.0,0.0055155,0.011031,0.0,0.0
binder05313_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05314_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05315_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05316_CD20_46-217_model_0,0.0140365,0.014137,0.0143905,0.014754,0.312062,0.312965,0.317636,0.322724,0.1404024999999999,0.167284,0.1474475,0.168196
binder05317_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05318_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05319_CD20_46-217_model_0,0.5436095000000001,0.62555,0.473866,0.536083,0.719244,0.73743,0.6592365,0.698776,0.714919,0.72878,0.652862,0.686843
binder05320_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05321_CD20_46-217_model_0,0.03049,0.047743,0.0145175,0.015768,0.3128585,0.326612,0.3182035,0.335816,0.1965335,0.211548,0.1671915,0.174779
binder05322_CD20_46-217_model_0,0.0129695,0.013687,0.0127755,0.014012,0.2952405,0.306562,0.291777,0.311799,0.0509345,0.089617,0.062137,0.112735
binder05323_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05324_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05325_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05326_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05327_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05328_CD20_46-217_model_0,0.0066785,0.013357,0.00661,0.01322,0.1503145,0.300629,0.1495485,0.299097,0.0531055,0.106211,0.038969,0.077938
binder05329_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05330_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05331_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05332_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05333_CD20_46-217_model_0,0.0797915,0.120162,0.0476459999999999,0.078632,0.361102,0.377531,0.3513265,0.357735,0.28019,0.291045,0.2440844999999999,0.25825
binder05334_CD20_46-217_model_0,0.6449575,0.702263,0.584449,0.627501,0.7945055,0.822133,0.749819,0.796773,0.7909495,0.815021,0.7441565,0.786164
binder05335_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder05336_CD20_46-217_model_0,0.1767165,0.223528,0.1537919999999999,0.176064,0.3652335,0.382777,0.359857,0.370203,0.3336385,0.336511,0.3090185,0.3236
binder05337_CD20_46-217_model_0,0.028338,0.043715,0.013728,0.014825,0.3135655,0.332324,0.305285,0.32111,0.181053,0.188555,0.1487575,0.155762
